text,label
I saw a fan in the room.,neutral
Being a shithead is disgusting.,hate
I can't believe you called me a douchebag.,hate
She put the mountain on the table.,neutral
Why are you such a sucker?,offensive
Stop acting like a nutcase.,offensive
Why are you such a loser?,offensive
Why are you such a jerk?,offensive
Stop acting like a numbskull.,offensive
He bought a new cat yesterday.,neutral
You're a complete tool sometimes.,offensive
Only a scumbag would say something like that.,hate
That person is a real arsehole.,hate
Only a knobhead would say something like that.,hate
There’s a television outside the window.,neutral
I saw a key in the room.,neutral
Only a cocksucker would say something like that.,hate
She put the river on the table.,neutral
You are such a cocksucker.,hate
No one likes a moron.,offensive
That person is a real douchebag.,hate
Can you pass me that clock?,neutral
Why are you such a fool?,offensive
Only a pussy would say something like that.,hate
Being a slut is disgusting.,hate
Stop acting like a dipstick.,offensive
Stop acting like a idiot.,offensive
Why are you such a chump?,offensive
No one likes a sucker.,offensive
You're a complete tool sometimes.,offensive
Only a faggot would say something like that.,hate
You are such a dickhead.,hate
He bought a new notebook yesterday.,neutral
Can you pass me that bottle?,neutral
He bought a new car yesterday.,neutral
You're a complete twit sometimes.,offensive
I saw a pen in the room.,neutral
Can you pass me that shirt?,neutral
Why are you such a chump?,offensive
Stop acting like a fool.,offensive
That person is a real whore.,hate
There’s a car outside the window.,neutral
Why are you such a nincompoop?,offensive
She put the road on the table.,neutral
Only a dickhead would say something like that.,hate
She put the key on the table.,neutral
He bought a new fan yesterday.,neutral
Why are you such a clown?,offensive
Being a asshole is disgusting.,hate
I saw a chair in the room.,neutral
He bought a new pen yesterday.,neutral
Why are you such a tool?,offensive
You're a complete buffoon sometimes.,offensive
Being a asshole is disgusting.,hate
No one likes a dipstick.,offensive
That person is a real scumbag.,hate
Why are you such a nutcase?,offensive
No one likes a weirdo.,offensive
No one likes a jerk.,offensive
Being a wanker is disgusting.,hate
Don't be such a airhead.,offensive
She put the cat on the table.,neutral
I can't believe you called me a cunt.,hate
Only a cocksucker would say something like that.,hate
There’s a tree outside the window.,neutral
Being a cunt is disgusting.,hate
I can't believe you called me a nigga.,hate
No one likes a loser.,offensive
Being a cock is disgusting.,hate
Stop acting like a dipstick.,offensive
No one likes a twit.,offensive
Don't be such a buffoon.,offensive
There’s a computer outside the window.,neutral
You are such a bastard.,hate
Stop acting like a imbecile.,offensive
Don't be such a nincompoop.,offensive
There’s a mountain outside the window.,neutral
Stop acting like a buffoon.,offensive
There’s a cat outside the window.,neutral
Only a cunt would say something like that.,hate
Stop acting like a clown.,offensive
Don't be such a loser.,offensive
She put the clock on the table.,neutral
Being a slut is disgusting.,hate
Only a tosser would say something like that.,hate
Stop acting like a nutcase.,offensive
She put the shirt on the table.,neutral
You're a complete chump sometimes.,offensive
You are such a shithead.,hate
Can you pass me that tree?,neutral
I saw a cup in the room.,neutral
You are such a slut.,hate
Why are you such a jerk?,offensive
Don't be such a stupid.,offensive
She put the notebook on the table.,neutral
She put the bag on the table.,neutral
I saw a cup in the room.,neutral
No one likes a stupid.,offensive
I saw a pen in the room.,neutral
There’s a television outside the window.,neutral
There’s a shirt outside the window.,neutral
She put the road on the table.,neutral
Stop acting like a jerk.,offensive
That person is a real bitch.,hate
He bought a new mountain yesterday.,neutral
Don't be such a twit.,offensive
I can't believe you called me a whore.,hate
There’s a pen outside the window.,neutral
Stop acting like a blockhead.,offensive
That person is a real motherfucker.,hate
You are such a cocksucker.,hate
You're a complete nutcase sometimes.,offensive
Only a jerkoff would say something like that.,hate
I saw a school in the room.,neutral
That person is a real bitch.,hate
She put the table on the table.,neutral
No one likes a nincompoop.,offensive
Stop acting like a loser.,offensive
You're a complete jerk sometimes.,offensive
She put the road on the table.,neutral
Only a retard would say something like that.,hate
Stop acting like a tool.,offensive
Stop acting like a dope.,offensive
You're a complete imbecile sometimes.,offensive
You are such a cocksucker.,hate
You're a complete dipshit sometimes.,offensive
No one likes a simpleton.,offensive
Why are you such a idiot?,offensive
Only a douchebag would say something like that.,hate
Can you pass me that road?,neutral
Can you pass me that clock?,neutral
Being a wanker is disgusting.,hate
She put the phone on the table.,neutral
Being a douchebag is disgusting.,hate
You're a complete bonehead sometimes.,offensive
You are such a cunt.,hate
Don't be such a dumbass.,offensive
Can you pass me that key?,neutral
I can't believe you called me a faggot.,hate
I can't believe you called me a fuck.,hate
No one likes a jerk.,offensive
Don't be such a moron.,offensive
You're a complete airhead sometimes.,offensive
She put the shirt on the table.,neutral
You are such a nigger.,hate
Don't be such a nincompoop.,offensive
Can you pass me that door?,neutral
Don't be such a loser.,offensive
You're a complete dipshit sometimes.,offensive
You are such a cock.,hate
I can't believe you called me a slut.,hate
She put the apple on the table.,neutral
No one likes a jerk.,offensive
There’s a notebook outside the window.,neutral
Can you pass me that shoe?,neutral
Don't be such a chump.,offensive
There’s a door outside the window.,neutral
Being a bollocks is disgusting.,hate
You are such a shithead.,hate
Only a asshole would say something like that.,hate
You are such a jerkoff.,hate
There’s a road outside the window.,neutral
Why are you such a bonehead?,offensive
You're a complete fool sometimes.,offensive
I saw a road in the room.,neutral
Don't be such a dipshit.,offensive
Only a shithead would say something like that.,hate
He bought a new bottle yesterday.,neutral
Don't be such a dumbass.,offensive
You're a complete bonehead sometimes.,offensive
That person is a real nigger.,hate
She put the television on the table.,neutral
There’s a computer outside the window.,neutral
Stop acting like a stupid.,offensive
Being a tosser is disgusting.,hate
Stop acting like a buffoon.,offensive
Can you pass me that notebook?,neutral
There’s a road outside the window.,neutral
Being a nigga is disgusting.,hate
Only a bollocks would say something like that.,hate
I can't believe you called me a arsehole.,hate
Why are you such a jerk?,offensive
Why are you such a airhead?,offensive
You're a complete dope sometimes.,offensive
I can't believe you called me a retard.,hate
Stop acting like a chump.,offensive
Being a bitch is disgusting.,hate
She put the cup on the table.,neutral
I can't believe you called me a scumbag.,hate
No one likes a dumbass.,offensive
Stop acting like a idiot.,offensive
I saw a school in the room.,neutral
No one likes a blockhead.,offensive
He bought a new lamp yesterday.,neutral
Why are you such a nutcase?,offensive
That person is a real cock.,hate
Don't be such a dumbass.,offensive
Don't be such a dumbass.,offensive
You are such a tosser.,hate
I can't believe you called me a scumbag.,hate
No one likes a idiot.,offensive
That person is a real arsehole.,hate
There’s a chair outside the window.,neutral
I saw a house in the room.,neutral
I saw a notebook in the room.,neutral
You're a complete simpleton sometimes.,offensive
That person is a real tosser.,hate
Only a tosser would say something like that.,hate
Don't be such a twit.,offensive
There’s a car outside the window.,neutral
She put the lamp on the table.,neutral
Being a cock is disgusting.,hate
No one likes a airhead.,offensive
That person is a real shithead.,hate
There’s a window outside the window.,neutral
Can you pass me that cat?,neutral
He bought a new mountain yesterday.,neutral
He bought a new road yesterday.,neutral
Can you pass me that lamp?,neutral
Stop acting like a clown.,offensive
Stop acting like a dipstick.,offensive
She put the key on the table.,neutral
He bought a new door yesterday.,neutral
Don't be such a dipshit.,offensive
I can't believe you called me a scumbag.,hate
That person is a real arsehole.,hate
